,prolific_id,headline,article_id,response_class,company_1,company_2
198,60fec763beec24a798c25e31,Mark Sensing ends acquisition discussions,stub_article_id,Neither / Not sure / Unclear,,
113,5c067e6329abc0000199ae45,Medusa completes Philsaga transaction,stub_article_id,Neither / Not sure / Unclear,,
329,5f70b6d420717c6a6dcf0773,Microview placement; 3-for-4 issue; acquisition,stub_article_id,Neither / Not sure / Unclear,,
293,616e5ae706e970fe0aff99b6,Microview placement; 3-for-4 issue; acquisition,stub_article_id,Neither / Not sure / Unclear,,
90,605dd566e714dcc87f884853,Milton Corpcompletes Fijolin acquisition,stub_article_id,Acquisition,Milton Corp,Fijolin
130,5c067e6329abc0000199ae45,Mirvac acquires property portfolio worth $1.12bn,stub_article_id,Neither / Not sure / Unclear,,
92,605dd566e714dcc87f884853,Neptune Marine acquires Allied Diving Services,stub_article_id,Acquisition,Neptune Marine,Allied Diving Services
132,5c067e6329abc0000199ae45,Neptune Marine acquires Territory Diving Services,stub_article_id,Acquisition,Neptune Marine,Territory Diving Services
87,605dd566e714dcc87f884853,Network acquires 5 large format signs in Melbourne,stub_article_id,Neither / Not sure / Unclear,,
325,5f70b6d420717c6a6dcf0773,Nexus Energy acquires Crux gas field,stub_article_id,Acquisition,Nexus Energy,Crux gas field
289,616e5ae706e970fe0aff99b6,Nexus Energy acquires Crux gas field,stub_article_id,Acquisition,Nexus Energy,Crux
114,5c067e6329abc0000199ae45,Nido 3D seismic acquisition in Service Contract 54,stub_article_id,Neither / Not sure / Unclear,,
308,616e5ae706e970fe0aff99b6,"Northern Gold acquires Burnside, GBS Gold proposes merger",stub_article_id,Acquisition,Northern Gold,Burnside
344,5f70b6d420717c6a6dcf0773,"Northern Gold acquires Burnside, GBS Gold proposes merger",stub_article_id,Acquisition,Northern Gold,Burnside
272,604d603b057fd944c370a451,Norwood Immunology to raise 6.6m pounds in placement,stub_article_id,Neither / Not sure / Unclear,,
82,605dd566e714dcc87f884853,Nuplex to acquire Huntsman Chemical assets for $20.3m,stub_article_id,Acquisition,Nuplex,Huntsman Chemical
135,5c067e6329abc0000199ae45,Oaks Hotels &amp; Resorts in Mackay acquisition,stub_article_id,Acquisition,Mackay,Oaks Hotels & Resorts
97,605dd566e714dcc87f884853,Oaks Hotels &amp; Resorts in Mackay acquisition,stub_article_id,Acquisition,Oaks Hotels & Resorts,Mackay
228,60fabc9b06cc8ca9173f044c,OmegaCorp acquires another licence in Mozambique,stub_article_id,Acquisition,OmegaCorp,
158,5de7d87f1a7af87458d8bf85,OmegaCorp acquires another licence in Mozambique,stub_article_id,Neither / Not sure / Unclear,,
18,606f0eee100e0a9f59cc0735,OmegaCorp acquires another licence in Mozambique,stub_article_id,Neither / Not sure / Unclear,,
163,5de7d87f1a7af87458d8bf85,OmegaCorp acquires historic uranium mine in Mozambique,stub_article_id,Neither / Not sure / Unclear,,
23,606f0eee100e0a9f59cc0735,OmegaCorp acquires historic uranium mine in Mozambique,stub_article_id,Neither / Not sure / Unclear,,
233,60fabc9b06cc8ca9173f044c,OmegaCorp acquires historic uranium mine in Mozambique,stub_article_id,Merger,OmegaCorp,
115,5c067e6329abc0000199ae45,Optima formalises Freedomotor acquisition,stub_article_id,Acquisition,Optima,Freedomotor
182,60fec763beec24a798c25e31,Optima formalises Freedomotor acquisition,stub_article_id,Acquisition,Optima,Freedomotor
268,604d603b057fd944c370a451,Oriel calls off Value Chain acquisition,stub_article_id,Acquisition,Oriel,Value Chain
57,5cf6d5545d6e680019857203,Ottoman acquires offshore service operations,stub_article_id,Neither / Not sure / Unclear,,
53,5cf6d5545d6e680019857203,Oxiana finalises Golden Grove acquisition from Newmont,stub_article_id,Acquisition,Oxiana,Golden Grove 
68,5cf6d5545d6e680019857203,P&amp;O lifts first-half net profit to 224.5m pounds,stub_article_id,Neither / Not sure / Unclear,,
181,60fec763beec24a798c25e31,"P&amp;O operating loss 210m pounds, hit by exceptionals",stub_article_id,Neither / Not sure / Unclear,,
225,60fabc9b06cc8ca9173f044c,P&amp;O reports positive trading in first quarter,stub_article_id,Neither / Not sure / Unclear,,
15,606f0eee100e0a9f59cc0735,P&amp;O reports positive trading in first quarter,stub_article_id,Neither / Not sure / Unclear,,
155,5de7d87f1a7af87458d8bf85,P&amp;O reports positive trading in first quarter,stub_article_id,Neither / Not sure / Unclear,,
251,604d603b057fd944c370a451,PSivida to acquire US Control Delivery Systems,stub_article_id,Acquisition,PSivida,US Control Delivery Systems
185,60fec763beec24a798c25e31,Panbio to acquire tick technolgy in US,stub_article_id,Acquisition,Panbio,
274,604d603b057fd944c370a451,Pearl Healthcare acquires dental laboratory in SA,stub_article_id,Acquisition,Pearl Healthcare,
195,60fec763beec24a798c25e31,Peet &amp; Co acquires 17ha land parcel south of Perth,stub_article_id,Acquisition,Peet & Co,
285,616e5ae706e970fe0aff99b6,Perrigo Acquires HRA Pharma,stub_article_id,Acquisition,Perrigo,HRA Pharma
321,5f70b6d420717c6a6dcf0773,Perrigo Acquires HRA Pharma,stub_article_id,Acquisition,Perrigo,HRA Pharma
176,60fec763beec24a798c25e31,Perrigo Acquires HRA Pharma,stub_article_id,Acquisition,Perrigo , HRA Pharma
213,60fabc9b06cc8ca9173f044c,Perrigo Acquires HRA Pharma,stub_article_id,Acquisition,Acquires HRA Pharma,
3,606f0eee100e0a9f59cc0735,Perrigo Acquires HRA Pharma,stub_article_id,Acquisition,Perrigo,HRA Pharma
143,5de7d87f1a7af87458d8bf85,Perrigo Acquires HRA Pharma,stub_article_id,Acquisition,Perrigo,HRA Pharma
246,604d603b057fd944c370a451,Perrigo Acquires HRA Pharma,stub_article_id,Acquisition,Perrigo ,HRA Pharma
107,5c067e6329abc0000199ae45,Perrigo Acquires HRA Pharma,stub_article_id,Acquisition,Perrigo,HRA Pharma
36,5cf6d5545d6e680019857203,Perrigo Acquires HRA Pharma,stub_article_id,Acquisition,Perrigo,HRA Pharma
73,605dd566e714dcc87f884853,Perrigo Acquires HRA Pharma,stub_article_id,Acquisition,Perrigo,HRA Pharma
120,5c067e6329abc0000199ae45,"Photon varies acquisition of iMega, takes 100pc",stub_article_id,Neither / Not sure / Unclear,,
317,616e5ae706e970fe0aff99b6,Promina makes trans-Tasman acquisition,stub_article_id,Acquisition,Promina,trans-Tasman
281,604d603b057fd944c370a451,Promina makes trans-Tasman acquisition,stub_article_id,Acquisition,Promina,trans-Tasman
353,5f70b6d420717c6a6dcf0773,Promina makes trans-Tasman acquisition,stub_article_id,Acquisition,Promina,trans-Tasman
226,60fabc9b06cc8ca9173f044c,Prosperity acquires gold contract in Kalimantan,stub_article_id,Acquisition,Prosperity,
156,5de7d87f1a7af87458d8bf85,Prosperity acquires gold contract in Kalimantan,stub_article_id,Neither / Not sure / Unclear,,
16,606f0eee100e0a9f59cc0735,Prosperity acquires gold contract in Kalimantan,stub_article_id,Neither / Not sure / Unclear,,
183,60fec763beec24a798c25e31,QBE announces acquisitions in Colombia and Europe,stub_article_id,Neither / Not sure / Unclear,,
186,60fec763beec24a798c25e31,ROC Oil acquires option over Beetaloo Basin permits,stub_article_id,Acquisition,ROC Oil ,
310,616e5ae706e970fe0aff99b6,Reckson New York Property Trust units open at 65c,stub_article_id,Neither / Not sure / Unclear,,
346,5f70b6d420717c6a6dcf0773,Reckson New York Property Trust units open at 65c,stub_article_id,Neither / Not sure / Unclear,,
345,5f70b6d420717c6a6dcf0773,Redport acquires Lake Maitland projects,stub_article_id,Acquisition,Redport,
309,616e5ae706e970fe0aff99b6,Redport acquires Lake Maitland projects,stub_article_id,Acquisition,Redport ,
117,5c067e6329abc0000199ae45,Repco recommends acquisition proposal from CCMP Capital,stub_article_id,Acquisition,CCMP Capital,Repco
266,604d603b057fd944c370a451,Retail Food Group acquires Yatala facility for $2.3m,stub_article_id,Neither / Not sure / Unclear,,
93,605dd566e714dcc87f884853,Retail Food Group acquires Yatala facility for $2.3m,stub_article_id,Neither / Not sure / Unclear,,
96,605dd566e714dcc87f884853,Rinker notes Wall Street Journal online article,stub_article_id,Neither / Not sure / Unclear,,
150,5de7d87f1a7af87458d8bf85,Rubicon America Trust to make acquisition in Florida,stub_article_id,Acquisition,Rubicon America Trust,
10,606f0eee100e0a9f59cc0735,Rubicon America Trust to make acquisition in Florida,stub_article_id,Acquisition,Rubicon America Trust,
220,60fabc9b06cc8ca9173f044c,Rubicon America Trust to make acquisition in Florida,stub_article_id,Neither / Not sure / Unclear,Rubicon America Trust,
256,604d603b057fd944c370a451,Santos successfully completes Dua-5X well,stub_article_id,Neither / Not sure / Unclear,,
288,616e5ae706e970fe0aff99b6,Sausalito might purchase historic wartime machine shop,stub_article_id,Acquisition,Sausalito ,
146,5de7d87f1a7af87458d8bf85,Sausalito might purchase historic wartime machine shop,stub_article_id,Acquisition,Sausalito,
76,605dd566e714dcc87f884853,Sausalito might purchase historic wartime machine shop,stub_article_id,Acquisition,Sausalito,
249,604d603b057fd944c370a451,Sausalito might purchase historic wartime machine shop,stub_article_id,Acquisition,Sausalito,
39,5cf6d5545d6e680019857203,Sausalito might purchase historic wartime machine shop,stub_article_id,Acquisition,Sausalito ,
110,5c067e6329abc0000199ae45,Sausalito might purchase historic wartime machine shop,stub_article_id,Acquisition,Sausalito,
6,606f0eee100e0a9f59cc0735,Sausalito might purchase historic wartime machine shop,stub_article_id,Acquisition,Sausalito ,
216,60fabc9b06cc8ca9173f044c,Sausalito might purchase historic wartime machine shop,stub_article_id,Neither / Not sure / Unclear,,
324,5f70b6d420717c6a6dcf0773,Sausalito might purchase historic wartime machine shop,stub_article_id,Acquisition,Sausalito,
179,60fec763beec24a798c25e31,Sausalito might purchase historic wartime machine shop,stub_article_id,Acquisition,Sausalito,
250,604d603b057fd944c370a451,Sims Recycling Solutions acquires Metall+ Recycling,stub_article_id,Acquisition,Sims Recycling Solutions,Metall+
77,605dd566e714dcc87f884853,Sims Recycling Solutions acquires Metall+ Recycling,stub_article_id,Acquisition,Sims Recycling Solutions,Metall+ Recycling
189,60fec763beec24a798c25e31,Skilled acquires Damstra Mining Services for $7m,stub_article_id,Acquisition,Skilled,Damstra Mining Services
190,60fec763beec24a798c25e31,Smorgon Steel buys out recycling joint venture,stub_article_id,Acquisition,Smorgon Steel,
95,605dd566e714dcc87f884853,Sonnet to acquire AccessIQ,stub_article_id,Acquisition,Sonnet,AccessIQ
271,604d603b057fd944c370a451,Sonnet to acquire AccessIQ,stub_article_id,Acquisition,Sonnet,AccessIQ
330,5f70b6d420717c6a6dcf0773,Southern Star acquires 75pc of Darrall Macqueen,stub_article_id,Acquisition,Southern Star,75pc of Darrall Macqueen
294,616e5ae706e970fe0aff99b6,Southern Star acquires 75pc of Darrall Macqueen,stub_article_id,Acquisition,Southern Star,75pc 
81,605dd566e714dcc87f884853,Stockland raises 250m pounds in sterling bond market,stub_article_id,Neither / Not sure / Unclear,,
79,605dd566e714dcc87f884853,Sundance Energy acquires Calf Woman-1 producer well,stub_article_id,Neither / Not sure / Unclear,,
255,604d603b057fd944c370a451,Swish enters New Zealand advertising market,stub_article_id,Neither / Not sure / Unclear,,
253,604d603b057fd944c370a451,Swish goes to Bollywood with Black Cat acquisition,stub_article_id,Acquisition,Swish,Black Cat
260,604d603b057fd944c370a451,TechStar reduces price of Ipoh Pacific acquisition,stub_article_id,Acquisition,TechStar,Ipoh Pacific
127,5c067e6329abc0000199ae45,Telezon buys out patents and technology,stub_article_id,Neither / Not sure / Unclear,,
157,5de7d87f1a7af87458d8bf85,Terra Gold agrees to acquire Maud Creek Gold Project,stub_article_id,Acquisition,Terra Gold,Maud Creek Gold Project
227,60fabc9b06cc8ca9173f044c,Terra Gold agrees to acquire Maud Creek Gold Project,stub_article_id,Acquisition,Terra Gold , Maud Creek Gold Project
17,606f0eee100e0a9f59cc0735,Terra Gold agrees to acquire Maud Creek Gold Project,stub_article_id,Acquisition,Terra Gold,Maud Creek Gold Project
72,605dd566e714dcc87f884853,The Keys Considerations for a Successful Law Firm Merger,stub_article_id,Neither / Not sure / Unclear,,
35,5cf6d5545d6e680019857203,The Keys Considerations for a Successful Law Firm Merger,stub_article_id,Neither / Not sure / Unclear,,
212,60fabc9b06cc8ca9173f044c,The Keys Considerations for a Successful Law Firm Merger,stub_article_id,Acquisition,Successful Law Firm Merger,
142,5de7d87f1a7af87458d8bf85,The Keys Considerations for a Successful Law Firm Merger,stub_article_id,Merger,The Keys Considerations,
245,604d603b057fd944c370a451,The Keys Considerations for a Successful Law Firm Merger,stub_article_id,Neither / Not sure / Unclear,,
106,5c067e6329abc0000199ae45,The Keys Considerations for a Successful Law Firm Merger,stub_article_id,Neither / Not sure / Unclear,,
320,5f70b6d420717c6a6dcf0773,The Keys Considerations for a Successful Law Firm Merger,stub_article_id,Neither / Not sure / Unclear,,
284,616e5ae706e970fe0aff99b6,The Keys Considerations for a Successful Law Firm Merger,stub_article_id,Merger,The Keys,
2,606f0eee100e0a9f59cc0735,The Keys Considerations for a Successful Law Firm Merger,stub_article_id,Merger,,
175,60fec763beec24a798c25e31,The Keys Considerations for a Successful Law Firm Merger,stub_article_id,Merger,The Keys ,Law Firm
350,5f70b6d420717c6a6dcf0773,"Tishman Speyer San Francisco acquisition, capital raising",stub_article_id,Acquisition,,Tishman Speyer San Francisco
279,604d603b057fd944c370a451,"Tishman Speyer San Francisco acquisition, capital raising",stub_article_id,Acquisition,Tishman Speyer San Francisco,
314,616e5ae706e970fe0aff99b6,"Tishman Speyer San Francisco acquisition, capital raising",stub_article_id,Acquisition,Tishman Speyer,
192,60fec763beec24a798c25e31,Tomato completes due diligence on proposed acquisitions,stub_article_id,Neither / Not sure / Unclear,,
123,5c067e6329abc0000199ae45,Tomato completes due diligence on proposed acquisitions,stub_article_id,Neither / Not sure / Unclear,,
352,5f70b6d420717c6a6dcf0773,Traffic Technologies buys Adelaide line marking service,stub_article_id,Acquisition,Traffic Technologies,
280,604d603b057fd944c370a451,Traffic Technologies buys Adelaide line marking service,stub_article_id,Acquisition,Traffic Technologies,Adelaide
316,616e5ae706e970fe0aff99b6,Traffic Technologies buys Adelaide line marking service,stub_article_id,Neither / Not sure / Unclear,,
338,5f70b6d420717c6a6dcf0773,Traffic Technologies finalises De Neef acquisition,stub_article_id,Acquisition,Traffic Technologies ,De Neef
302,616e5ae706e970fe0aff99b6,Traffic Technologies finalises De Neef acquisition,stub_article_id,Acquisition, Traffic Technologies, De Neef 
262,604d603b057fd944c370a451,Traffic Technologies finalises De Neef acquisition,stub_article_id,Acquisition,Traffic Technologies,De Neef
166,5de7d87f1a7af87458d8bf85,Transpacific buys liquid waste business in NSW,stub_article_id,Acquisition,Transpacific,NSW
26,606f0eee100e0a9f59cc0735,Transpacific buys liquid waste business in NSW,stub_article_id,Acquisition,Transpacific ,liquid waste business
236,60fabc9b06cc8ca9173f044c,Transpacific buys liquid waste business in NSW,stub_article_id,Merger,Transpacific,
66,5cf6d5545d6e680019857203,Treasury Group acquires a further 6pc of Orion,stub_article_id,Acquisition,Treasury Group,Orion
91,605dd566e714dcc87f884853,UXC to buy Jigsaw Services,stub_article_id,Acquisition,UXC,Jigsaw Services
94,605dd566e714dcc87f884853,Unilife to acquire Integrated BioSciences for $US6m,stub_article_id,Acquisition,Unilife,Integrated BioSciences
134,5c067e6329abc0000199ae45,United Group trading halt pending Railcorp announcement,stub_article_id,Neither / Not sure / Unclear,,
61,5cf6d5545d6e680019857203,Valad Opportunity Fund acquires Tullamarine property,stub_article_id,Acquisition,Valad Opportunity Fund,Tullamarine property
147,5de7d87f1a7af87458d8bf85,Verus Investments suspended; considering acquisition,stub_article_id,Acquisition,,Verus Investments
7,606f0eee100e0a9f59cc0735,Verus Investments suspended; considering acquisition,stub_article_id,Neither / Not sure / Unclear,,
217,60fabc9b06cc8ca9173f044c,Verus Investments suspended; considering acquisition,stub_article_id,Acquisition,,
267,604d603b057fd944c370a451,Visiomed buys asthma spacer business; 1-for-1 issue,stub_article_id,Acquisition,Visiomed,
258,604d603b057fd944c370a451,Woolworths acquires 9pc of Warehouse Group,stub_article_id,Acquisition,Woolworths,
